Date,Close
5/9/2019,354.13
5/8/2019,359.75
5/7/2019,357.23
5/6/2019,371.6
5/3/2019,376.46
5/2/2019,375.8
5/1/2019,376.8
4/30/2019,377.69
4/29/2019,379.05
4/26/2019,380.79
4/25/2019,382.8
4/24/2019,375.46
4/23/2019,374.02
4/22/2019,375.17
4/18/2019,380.07
4/17/2019,377.52
4/16/2019,381.72
4/15/2019,375.46
4/12/2019,379.64
4/11/2019,370.16
4/10/2019,364.94
4/9/2019,369.04
4/8/2019,374.52
4/5/2019,391.93
4/4/2019,395.86
4/3/2019,384.74
4/2/2019,390.75
4/1/2019,391.54
3/29/2019,381.42
3/28/2019,374.44
3/27/2019,374.21
3/26/2019,370.38
3/25/2019,370.46
3/22/2019,362.17
3/21/2019,372.7
3/20/2019,376.16
3/19/2019,373.43
3/18/2019,372.28
3/15/2019,378.99
3/14/2019,373.3
3/13/2019,377.14
3/12/2019,375.41
3/11/2019,400.01
3/8/2019,422.54
3/7/2019,422.56
3/6/2019,424.46
3/5/2019,430.12
3/4/2019,432.69
3/1/2019,440.62
2/28/2019,439.96
2/27/2019,435.44
2/26/2019,426.77
2/25/2019,426.87
2/22/2019,424.05
2/21/2019,417.58
2/20/2019,421.55
2/19/2019,416.26
2/15/2019,417.97
2/14/2019,409.82
2/13/2019,410.58
2/12/2019,410.72
2/11/2019,403.95
2/8/2019,404.91
2/7/2019,405.17
2/6/2019,411.11
2/5/2019,410.18
2/4/2019,397
2/1/2019,387.43
1/31/2019,385.62
1/30/2019,387.72
1/29/2019,364.91
1/28/2019,362.97
1/25/2019,364.2
1/24/2019,358.27
1/23/2019,358.61
1/22/2019,357.9
1/18/2019,364.73
1/17/2019,359.09
1/16/2019,352.06
1/15/2019,352.24
1/14/2019,350.36
1/11/2019,352.9
1/10/2019,352.61
1/9/2019,343.83
1/8/2019,340.53
1/7/2019,328.11
1/4/2019,327.08
1/3/2019,310.9
1/2/2019,323.81
12/31/2018,322.5
12/28/2018,316.38
12/27/2018,317.14
12/26/2018,313.93
12/24/2018,294.16
12/21/2018,304.55
12/20/2018,313.05
12/19/2018,319.55
12/18/2018,328.06
12/17/2018,316.13
12/14/2018,318.75
12/13/2018,325.47
12/12/2018,326.69
12/11/2018,322.03
12/10/2018,326.35
12/7/2018,323.22
12/6/2018,331.9
12/4/2018,342.5
12/3/2018,359.96
11/30/2018,346.76
11/29/2018,342.56
11/28/2018,333.5
11/27/2018,318.03
11/26/2018,316.36
11/23/2018,312.32
11/21/2018,317.32
11/20/2018,317.7
11/19/2018,320.94
11/16/2018,335.95
11/15/2018,341.57
11/14/2018,344.72
11/13/2018,349.51
11/12/2018,357.03
11/9/2018,369.34
11/8/2018,370.77
11/7/2018,372.02
11/6/2018,366.47
11/5/2018,361.98
11/2/2018,357.75
11/1/2018,363.07
10/31/2018,354.86
10/30/2018,349.91
10/29/2018,335.59
10/26/2018,359.27
10/25/2018,363.77
10/24/2018,354.65
10/23/2018,350.05
10/22/2018,355.98
10/19/2018,356.26
10/18/2018,359.35
10/17/2018,365.5
10/16/2018,368.25
10/15/2018,358.88
10/12/2018,360.11
10/11/2018,358.11
10/10/2018,367.47
10/9/2018,385.44
10/8/2018,385.77
10/5/2018,386.47
10/4/2018,389.99
10/3/2018,392.3
10/2/2018,386.37
10/1/2018,382.29
9/28/2018,371.9
9/27/2018,367.39
9/26/2018,365.03
9/25/2018,367.23
9/24/2018,367.99
9/21/2018,372.23
9/20/2018,367.46
9/19/2018,365.22
9/18/2018,363.58
9/17/2018,355.96
9/14/2018,359.8
9/13/2018,355.46
9/12/2018,353.41
9/11/2018,345.25
9/10/2018,341.86
9/7/2018,349.28
9/6/2018,351.27
9/5/2018,346.68
9/4/2018,346.25
8/31/2018,342.79
8/30/2018,346.9
8/29/2018,350.19
8/28/2018,351.21
8/27/2018,353.74
8/24/2018,349.38
8/23/2018,347.48
8/22/2018,350.03
8/21/2018,353.77
8/20/2018,350.74
8/17/2018,346.4
8/16/2018,345.98
8/15/2018,331.76
8/14/2018,339.14
8/13/2018,338.36
8/10/2018,339.41
8/9/2018,343.72
8/8/2018,347.78
8/7/2018,350.76
8/6/2018,346.57
8/3/2018,348.44
8/2/2018,349.73
8/1/2018,352.76
7/31/2018,356.3
7/30/2018,351.06
7/27/2018,360.65
7/26/2018,359.32
7/25/2018,355.92
7/24/2018,358.27
7/23/2018,353.27
7/20/2018,354.9
7/19/2018,355.33
7/18/2018,360.23
7/17/2018,356.88
7/16/2018,356.1
7/13/2018,350.79
7/12/2018,346.03
7/11/2018,340.6
7/10/2018,347.16
7/9/2018,341.92
7/6/2018,334.64
7/5/2018,333.18
7/3/2018,332.93
7/2/2018,336.08
6/29/2018,335.51
6/28/2018,334.65
6/27/2018,329.82
6/26/2018,331.3
6/25/2018,331.2
6/22/2018,338.91
6/21/2018,337.66
6/20/2018,342.69
6/19/2018,341.12
6/18/2018,354.74
6/15/2018,357.88
6/14/2018,362.42
6/13/2018,363.85
6/12/2018,370.62
6/11/2018,370.94
6/8/2018,369.5
6/7/2018,368.53
6/6/2018,371.56
6/5/2018,360.1
6/4/2018,360.73
6/1/2018,356.72
5/31/2018,358.19
5/30/2018,358.19
5/29/2018,352.48
5/25/2018,360.09
5/24/2018,359
5/23/2018,359.21
5/22/2018,355.02
5/21/2018,363.92
5/18/2018,351.23
5/17/2018,344.14
5/16/2018,340.97
5/15/2018,342.12
5/14/2018,344.59
5/11/2018,342.46
